"date","depth","temperature"
2015-06-29,11,12.7740050195002
2015-06-29,12,11.99018640734
2015-06-29,13,11.4643528643268
2015-06-29,14,10.9658146222516
2015-06-29,15,10.5109309559075
2015-06-29,16,10.0923818039866
2015-06-29,17,9.76207288980584
2015-06-29,18,9.46081368230347
2015-06-29,19,9.09806817500135
2015-06-29,20,8.76433774680716
2015-06-29,21,8.03861764499806
2015-06-29,22,7.41649297221626
2015-06-29,23,7.32912706937309
2015-06-29,24,7.23511966891854
2015-06-29,25,7.00764027409189
2015-06-30,0,23.2763215535572
2015-06-30,1,23.2763215535572
2015-06-30,2,23.2756292317024
2015-06-30,3,23.2030352881858
2015-06-30,4,23.1342958988713
2015-06-30,5,22.2335355336933
2015-06-30,6,18.4455707236997
2015-06-30,7,16.4469116258644
2015-06-30,8,14.9360002657258
2015-06-30,9,14.158592877851
2015-06-30,10,13.3577989085599
2015-06-30,11,12.3314998546075
2015-06-30,12,11.6627504900114
2015-06-30,13,11.2372099416284
2015-06-30,14,10.7590599029881
2015-06-30,15,10.3166414553389
2015-06-30,16,9.91127449470864
2015-06-30,17,9.59835966562015
2015-06-30,18,9.24404194869386
2015-06-30,19,8.9030730504216
2015-06-30,20,8.49686510899524
2015-06-30,21,7.58620969509289
2015-06-30,22,7.36998599566681
2015-06-30,23,7.3336350752611
2015-06-30,24,7.25214516996474
2015-06-30,25,7.03372303941326
2015-07-01,0,23.417508898242
2015-07-01,1,23.4174413234957
2015-07-01,2,23.3573984398203
2015-07-01,3,23.3145765552729
2015-07-01,4,23.2745674787046
2015-07-01,5,22.3482983708449
2015-07-01,6,18.5145035919674
2015-07-01,7,16.4862338987762
2015-07-01,8,14.9656682247139
2015-07-01,9,14.1762441185253
2015-07-01,10,13.3692142243358
2015-07-01,11,12.342224020738
2015-07-01,12,11.6728811575231
2015-07-01,13,11.2441377237186
2015-07-01,14,10.7602063690798
2015-07-01,15,10.3137396034704
2015-07-01,16,9.90612273654729
2015-07-01,17,9.59206873037408
2015-07-01,18,9.23722149520785
2015-07-01,19,8.89636184976471
2015-07-01,20,8.49190508667313
2015-07-01,21,7.59473493484011
2015-07-01,22,7.38583687875876
2015-07-01,23,7.35122827597645
2015-07-01,24,7.27325699489603
2015-07-01,25,7.06317279959421
2015-07-02,0,23.2727599083548
